"release_speed","balls","strikes","pfx_x","pfx_z","plate_x","plate_z","release_spin_rate","class"
84.5,1,2,0.54,-1.79,0.51,0.24,3201,"Weak/Miss"
81.8,1,1,0.77,-1.38,0.13,3.23,2925,"Take"
92.1,1,0,-0.92,1.03,0.06,2.62,1799,"Take"
95.4,0,0,0.08,0.95,0.43,4.67,2167,"Take"
97.5,3,2,0.16,1.29,1.41,1.65,2239,"Strong"
85.7,2,2,0.56,-1.71,2.09,-1.26,3148,"Take"
93.5,1,1,-1.07,0.41,-0.05,1.44,1576,"Take"
96.2,1,0,0.13,1.15,0.35,3.52,2177,"Take"
98.1,0,0,0.17,1.33,1.57,2.16,2412,"Take"
99.6,0,0,-1.35,1.05,-0.45,2.12,2098,"Strong"
93.7,0,2,-0.92,1.15,-0.89,3.39,2443,"Weak/Miss"
94.6,0,1,-1.01,1.01,0.23,3.07,2287,"Strong"
93.6,0,0,-0.98,1.23,0.05,3.18,2259,"Weak/Miss"
94.7,3,2,-1.34,0.78,0.97,3.02,2379,"Take"
93.2,3,1,-1.31,0.81,-0.29,3.61,2145,"Weak/Miss"
91.9,3,0,-1.3,1.03,0.47,3.1,2255,"Take"
91.8,2,0,-1.6,1,-1.05,1.39,2293,"Take"
92,1,0,-1.42,0.5,-0.17,4.38,2088,"Take"
93,0,0,-1.47,0.95,-0.81,4.32,2224,"Take"
85.2,1,0,-1.72,0.15,-0.1,2.2,2276,"Strong"
94.2,0,0,-1.18,0.86,-0.82,3.78,2171,"Take"
97,0,0,0.87,1.08,1.01,2.3,2231,"Strong"
80.2,3,2,0.54,-0.22,-0.54,2.29,2351,"Strong"
89.6,3,0,-0.79,1.32,-0.63,3.13,2203,"Strong"
87.8,2,0,-1.26,0.47,0.59,1.71,1846,"Take"
85.8,1,0,-0.04,0.72,0.28,1.19,2211,"Take"
89.4,0,0,-0.7,1.22,-1.87,2.03,2224,"Take"
90.5,2,2,-0.52,1.36,0.93,3.05,2299,"Weak/Miss"
80.2,1,2,0.75,-0.41,0.9,1.13,2317,"Take"
90.1,1,2,-0.59,1.27,0.47,3.47,2282,"Weak/Miss"
90.6,1,1,-0.47,1.29,0.12,2.89,2292,"Weak/Miss"
88.3,0,1,-0.88,0.4,0.09,0.96,1668,"Take"
90.2,0,0,-0.46,1.36,0.19,3.26,2315,"Weak/Miss"
95.9,1,2,-0.9,1.56,-0.35,3.8,2551,"Weak/Miss"
95.1,1,1,-1.02,1.56,-0.46,2.51,2558,"Weak/Miss"
86.9,1,0,-1.48,0.73,-0.32,1.63,1985,"Weak/Miss"
95.5,0,0,-1.11,1.53,-1.84,3.11,2548,"Take"
93.4,2,0,-1.48,0.36,-0.89,2.53,2056,"Strong"
93.1,1,0,-1.44,0.45,-1.79,3.45,2106,"Take"
93.6,0,0,-1.44,0.39,0.18,1.56,1961,"Take"
91.3,0,0,0,0.91,0.92,3.06,2510,"Strong"
88.2,1,0,-0.07,0.78,-0.17,2.25,2472,"Strong"
81.2,0,0,0.62,-0.26,-1.25,0.9,2544,"Take"
87.4,1,2,0.38,0.4,-0.52,1.9,2686,"Strong"
90.2,0,2,0.15,0.68,-0.65,3.84,2325,"Take"
84.2,0,2,0.54,-0.2,0.32,0.98,2724,"Weak/Miss"
83.3,0,2,0.59,-0.24,-0.9,2.03,2688,"Strong"
87.4,0,0,0.21,0.55,-0.45,1.61,2530,"Take"
90.1,3,1,-0.82,0.85,-1.97,4.32,2185,"Take"
91.8,3,0,-0.97,0.74,-0.63,2.55,2255,"Take"
86.8,2,0,0.61,-0.15,0.69,0.35,2257,"Take"
91.7,1,0,-0.65,1.15,-0.39,4.41,2256,"Take"
78.7,0,0,0.87,-1.35,-1.17,3.81,2439,"Take"
92.8,3,2,0.2,1.35,-1.07,2.31,2125,"Strong"
93,2,2,0.52,1.4,-1.02,2.31,2190,"Take"
92.7,2,1,0.41,1.69,0.4,1.91,2316,"Take"
82.3,1,1,-0.33,0.85,0.84,1.16,2053,"Take"
92.5,1,0,0.49,1.6,-0.27,3.39,2174,"Weak/Miss"
87.2,0,0,0.06,0.75,-1.39,1.82,2065,"Take"
85.7,1,1,-1.61,0.4,0.39,1.73,1788,"Strong"
93.4,1,0,-0.47,1.2,0.16,2.21,2490,"Weak/Miss"
92.7,0,0,0.13,1.06,0.65,1.86,2520,"Take"
94.5,3,0,-1.14,0.78,-1.35,2.26,2000,"Take"
96.3,2,0,-1.53,0.29,0.01,0.9,2108,"Take"
94.8,1,0,-0.14,0.93,1.35,1.19,2219,"Take"
94.5,0,0,-0.01,0.84,0.78,1.46,2273,"Take"
87.4,0,1,-1.1,0.09,-0.61,1.41,1647,"Weak/Miss"
95,0,0,-1.04,1.14,0.51,3.38,2301,"Take"
81,0,1,-0.12,0.36,-0.57,1.79,2141,"Strong"
78.9,0,0,-0.33,0.24,-0.38,3.36,2273,"Take"
84.1,0,0,0.36,-1.4,-0.12,1.55,2800,"Weak/Miss"
96.9,3,1,-0.13,1.14,-0.64,3.72,1986,"Take"
97.2,3,0,-0.24,1.22,-0.32,1.99,2049,"Take"
82.8,2,0,0.72,-1.29,1.06,1.56,2839,"Take"
82.2,1,0,0.72,-1.16,-0.09,-0.66,2678,"Take"
95.8,0,0,-0.21,1.26,1.07,3.69,2265,"Take"
78.7,3,2,1.84,-0.37,-2.13,3,2890,"Take"
78.4,2,2,1.88,-0.75,-1.25,2.88,2978,"Take"
95.7,0,2,-0.32,1.6,-0.47,4.24,2440,"Weak/Miss"
95.1,0,1,-0.27,1.55,0.03,2.38,2559,"Weak/Miss"
91.5,1,2,-0.58,1.32,-0.3,4.39,2352,"Take"
80.5,0,2,2.09,-0.45,0.25,1.36,2853,"Take"
79.9,0,0,0.91,-0.88,-0.78,1.15,2556,"Weak/Miss"
92,0,1,-0.5,1.39,0.65,3.51,2422,"Weak/Miss"
97.4,2,1,0.87,1.21,0.1,2.28,2088,"Weak/Miss"
97.1,2,0,0.88,1.46,0.43,2.7,2092,"Take"
91.1,1,0,-0.34,0.31,-1.19,-0.56,2498,"Take"
96.6,0,0,0.96,1.34,1.12,0.78,2060,"Take"
78.8,2,2,1.61,-1.21,0.12,1.04,2942,"Weak/Miss"
93.2,2,2,-1.18,1.3,0.04,2.51,2455,"Weak/Miss"
92.8,1,1,-0.95,1.24,1.02,3.76,2202,"Take"
77.8,1,0,1.56,-0.66,-0.42,2.95,2685,"Take"
77.6,0,0,1.46,-0.63,-0.95,3.33,2699,"Take"
93.4,0,2,-1.71,0.38,-0.94,2.84,2301,"Strong"
77.7,0,1,1.69,-0.92,0.02,1.86,2921,"Weak/Miss"
84.3,0,0,0.44,0.11,-0.18,3.38,2395,"Take"
82.3,1,1,0.22,-0.15,0.72,1.42,1979,"Weak/Miss"
82.8,0,1,-1.1,0.38,-1.99,-1.28,1072,"Take"
83.3,0,0,-0.92,0.27,-0.23,0.21,1230,"Weak/Miss"
94.3,0,0,-1.26,1.2,1.14,2.36,2276,"Weak/Miss"
87.6,1,0,1.13,1.15,0.34,2.62,1884,"Strong"
82.9,0,0,-0.13,0.73,1.12,2.94,2123,"Take"
94.9,1,2,-0.38,1.56,-0.29,3.02,2253,"Weak/Miss"
85.9,0,2,0.41,0.13,1.28,-0.21,2267,"Take"
94.5,0,1,-0.46,1.55,0.65,2.69,2394,"Weak/Miss"
76.4,0,0,0.89,-0.86,0.76,2.75,2430,"Take"
97.6,2,0,-0.85,1.47,-0.6,2.22,2304,"Weak/Miss"
96.1,1,0,-1.02,1.37,-1.78,4.81,2254,"Take"
96.6,0,0,-0.94,1.46,-1.02,3.66,2251,"Take"
81.5,0,2,1.14,-0.81,-0.87,1.85,2928,"Strong"
90.2,0,1,-0.03,0.9,-0.12,2.75,2524,"Weak/Miss"
93.3,0,0,-1.67,0.57,-0.56,1.7,2305,"Weak/Miss"
83.2,0,2,-0.29,0.33,-0.11,1.31,2209,"Weak/Miss"
84.8,0,0,-0.29,0.61,-0.28,1.96,2292,"Weak/Miss"
88.9,1,0,1.3,0.78,0.16,2.27,2247,"Weak/Miss"
87,0,0,-0.2,0.9,-1.77,1.55,2308,"Take"
89.9,0,2,1.56,0.9,0.56,1.41,2240,"Weak/Miss"
86.6,0,1,-0.01,0.74,-0.66,2.92,2087,"Take"
89.6,0,0,1.32,0.99,0.73,2.5,2041,"Weak/Miss"
97.4,2,1,0.13,1.59,-0.51,2.25,2496,"Strong"
85,1,1,-0.55,0.05,-0.6,0.65,2433,"Take"
98.9,0,1,0.35,1.6,-1.16,1.35,2518,"Take"
97.8,0,0,0.24,1.59,-0.17,3.31,2485,"Take"
96.8,2,2,0.76,1.43,-0.81,2.05,2442,"Take"
89.4,1,2,-0.19,0.31,-1.15,0.67,2203,"Take"
89.6,1,1,-0.26,0.48,-0.63,1.33,2204,"Weak/Miss"
95.4,1,0,0.83,1.42,-0.16,1.95,2430,"Take"
95.4,0,0,0.77,1.51,-1.01,0.85,2438,"Take"
95.5,2,0,0.63,1.42,0.77,2.32,2425,"Weak/Miss"
95.3,1,0,0.46,1.52,-0.96,2.96,2401,"Take"
88.5,0,0,-0.02,0.47,-1.78,1.35,2163,"Take"
91.7,0,2,-0.27,0.43,-0.3,1.74,2055,"Weak/Miss"
97,0,1,1,1.3,-0.56,2.15,2248,"Take"
96.1,0,0,0.87,1.43,-0.58,2.35,2321,"Strong"
89.2,3,2,-0.63,1.54,0.28,4.02,2369,"Strong"
83.3,2,0,-1.04,0.32,0.49,0.85,1662,"Take"
83.2,1,0,-1.38,0.24,0.71,0.78,1764,"Take"
89.8,0,0,-0.73,1.23,-1.86,2.06,2346,"Take"
84.2,3,2,0.21,0.49,1.59,0.75,2472,"Take"
84.4,3,2,-1.07,0.13,-0.2,1.73,1587,"Weak/Miss"
90.4,3,2,-0.53,1.16,1,3.12,2242,"Strong"
90.8,2,2,-0.38,1.27,0.13,4.43,2344,"Take"
90.7,2,0,-0.64,1.46,0.02,2.81,2416,"Weak/Miss"
83.1,1,0,-0.89,0.38,-0.65,3.74,1880,"Take"
90.2,0,0,-0.35,1.46,-1.17,3.22,2370,"Take"
82.3,0,0,-1.39,-0.59,-0.12,2.11,2402,"Strong"
79.3,1,1,0.98,1.33,-0.73,2.36,2194,"Weak/Miss"
92.3,0,1,0.73,1.51,-0.74,0.07,2502,"Take"
78,0,0,-0.11,-0.02,-1.02,2.44,2200,"Take"
82,3,2,0.8,1.71,-0.7,2.73,2141,"Weak/Miss"
80.5,2,2,1.17,1.46,-1,1.2,2283,"Take"
83.7,1,1,-0.37,0.46,-0.32,3.78,2275,"Take"
85.3,0,1,-0.29,0.59,-2.02,0.73,2367,"Take"
92.3,0,0,0.74,1.57,-0.1,1.99,2283,"Take"
82.7,1,2,-1.17,-0.55,0.65,2.27,2520,"Weak/Miss"
90.7,1,1,0.04,1.12,-0.63,3.15,2347,"Weak/Miss"
83.6,0,0,-1.48,-0.27,-1.57,1.13,2630,"Take"
79.1,0,2,1.01,-0.7,0,1.45,2437,"Weak/Miss"
92.4,0,1,-0.67,1.38,0.27,3.48,2243,"Weak/Miss"
81.9,0,0,-1.06,0.68,-0.51,1.69,1543,"Take"
91.8,3,0,-0.9,1.33,-1.02,1.84,2129,"Take"
84.4,2,0,-1.13,0.76,1.38,1.27,1489,"Take"
93.7,1,0,-0.97,1.41,1.54,2.11,2227,"Take"
80.3,0,0,0.96,-0.78,1.2,0.19,2315,"Take"
95.3,1,1,-1.34,0.63,-0.38,2.54,2331,"Strong"
87.8,1,0,-1.55,0.58,-0.33,1.43,1816,"Weak/Miss"
95.6,0,0,-1.46,0.8,-0.76,0.96,2353,"Take"
95.3,0,2,-0.58,0.91,-0.46,3.44,2475,"Weak/Miss"
95.7,0,1,-0.96,0.96,0.69,2.23,2507,"Strong"
94.7,0,0,-0.82,1.02,-0.35,2.04,2438,"Take"
83.6,1,2,-1.29,0.57,-0.87,2.34,1632,"Weak/Miss"
91.5,1,1,-0.19,1.5,0.3,3.57,2198,"Weak/Miss"
85.2,1,0,-1.32,1.02,-0.45,1.45,1634,"Take"
93.3,0,0,-1.15,1.28,-2.62,2.42,2030,"Take"
85.1,1,0,-1.19,0.87,-0.65,2.19,1442,"Weak/Miss"
78.6,0,0,0.78,-0.28,-1.51,2.42,2488,"Take"
85.1,2,1,-1.39,-0.47,-0.87,1.08,2767,"Weak/Miss"
91.1,1,1,0.47,1.09,-1.5,0.99,2405,"Take"
84.8,0,1,-1.38,-0.43,-2.34,-0.32,2719,"Take"
83.3,0,0,-1.42,0.07,-0.76,2.27,2618,"Take"
92.6,3,2,-1.25,1.08,1.45,0.94,2139,"Take"
79,2,2,1.16,-1.1,0.24,0.49,2875,"Take"
92.1,2,0,-1.39,0.92,-0.54,3.35,2204,"Strong"
92,1,0,-1.49,0.94,-1.49,3.68,2264,"Take"
92.6,0,0,-1.3,1.2,-1,4.89,2323,"Take"
87.3,2,0,-1.35,0.8,-0.02,1.56,2061,"Strong"
94,1,0,-1.08,1.55,0.41,1.3,2383,"Take"
88.2,0,0,-1.59,0.58,0.71,0.58,2034,"Take"
88.8,0,1,-1.48,0.73,-0.58,2.03,1878,"Weak/Miss"
94.5,0,0,-1.08,1.34,0.18,2.75,2366,"Strong"
95.3,2,1,-0.53,1.43,0.2,3.75,2317,"Weak/Miss"
86.4,1,1,0.08,0.27,-1.63,3.61,2330,"Take"
95,1,0,-0.62,1.65,0.45,2.74,2326,"Strong"
85.2,0,0,-0.18,0.26,-1.19,2.24,2274,"Take"
72.6,0,0,-1.18,-0.78,-0.11,2.41,2354,"Weak/Miss"
88.4,1,0,-1.23,0.84,0.07,3.11,1898,"Strong"
89.2,0,0,-1.22,0.93,0.06,4.45,1947,"Take"
83.4,1,0,-0.96,0.15,-0.14,1.79,1245,"Strong"
94.1,3,2,-0.81,1.41,0.36,1.31,2202,"Weak/Miss"
90.6,0,0,-1.39,0.93,-1.29,3.02,2064,"Take"
87.7,3,2,0.23,0.28,-0.15,2.08,2207,"Strong"
87,3,1,-1.06,0.89,-1.02,1.68,1492,"Strong"
87.5,2,1,0.25,0.05,-0.98,0.32,2281,"Take"
87.7,1,1,0.29,0.32,-0.93,0.51,2157,"Take"
88,0,1,-1.46,0.72,-1.01,-0.95,1597,"Take"
94.6,0,0,-0.72,1.41,0.23,1.93,2238,"Take"
87.4,2,1,0.02,0.4,-0.51,1.88,2158,"Strong"
91.5,2,0,1.02,1.32,-0.42,2.65,2021,"Take"
85.2,1,0,0.09,0.21,-0.86,1.34,2237,"Take"
86.3,0,0,0.07,0.47,-1.77,-0.17,2179,"Take"
84.8,3,2,-1.06,1.04,-0.47,1.43,2051,"Weak/Miss"
86,3,1,-1.05,1.23,-0.16,1.88,1974,"Weak/Miss"
92.7,2,1,-0.41,1.35,0.57,1.44,2497,"Take"
92,2,0,-0.25,1.03,0.15,1.9,2327,"Weak/Miss"
79.1,1,0,0.68,-1.28,-1.35,2.95,2794,"Take"
78.7,0,0,0.83,-1.27,-1.16,2.56,2761,"Take"
86.4,1,0,-1.37,1.09,-0.85,2.52,2181,"Strong"
87.1,0,0,-1.2,1.32,-0.39,1.27,2191,"Take"
94.7,3,2,-0.64,1.34,1.28,2.61,2326,"Take"
79.6,2,2,1.05,-1.22,-0.57,0.56,2718,"Take"
89.7,0,1,0.08,0.95,0,1.79,2559,"Weak/Miss"
92.1,0,0,-0.46,1.28,-0.18,2.5,2502,"Take"
93.2,2,2,-0.6,1.22,0.1,2.99,2270,"Weak/Miss"
80.5,1,2,0.86,-1.24,-1.87,1.3,2649,"Take"
82.2,0,2,0.56,-1.09,0.28,-1.13,2740,"Take"
78.8,0,0,0.89,-1.15,0.12,-0.17,2501,"Weak/Miss"
94.2,3,1,-0.89,1.29,-0.12,1.49,2251,"Weak/Miss"
86.4,2,1,-0.98,0.31,0.26,-0.1,1613,"Take"
94.3,2,0,-0.64,1.29,-0.37,2.1,2324,"Take"
85.4,1,0,-1.16,0.24,-1.38,1.18,1422,"Take"
94.5,0,0,-0.88,1.15,-1.74,1.79,2275,"Take"
93.5,0,0,-0.38,1.39,0.76,3.17,2368,"Weak/Miss"
95.5,3,1,-0.99,1.09,-1.39,2.27,2364,"Take"
94.6,2,1,-0.91,1.38,-1.58,1.91,2381,"Take"
94.3,1,1,-0.83,1.42,-1.44,2.09,2349,"Take"
94,1,0,-0.99,1.48,-0.23,1.54,2348,"Take"
80.9,0,0,0.27,-0.71,0.73,-0.4,1951,"Take"
96.5,0,0,-0.52,1.28,-0.52,2.06,2229,"Strong"
81.7,3,2,0.09,-0.48,-0.66,2.46,2073,"Weak/Miss"
88.1,2,2,-0.08,0.68,1.29,3.4,2265,"Take"
90.9,2,2,-1.23,0.11,-1.17,2.55,2249,"Weak/Miss"
83.3,1,2,-0.73,-0.03,-0.23,0.08,1335,"Take"
90.3,0,2,-1.11,0.47,-2.15,2.96,2247,"Take"
92.3,2,2,-0.83,1,-0.22,1.66,2134,"Strong"
92.5,2,1,-0.7,1.36,-0.28,3.83,2260,"Weak/Miss"
86.5,1,1,-1.19,0.61,-0.63,1.01,1707,"Take"
88.4,1,0,-0.22,0.69,0.88,1.85,2094,"Take"
90,0,0,0.1,0.76,0.92,0.97,2194,"Take"
89.3,1,1,-0.91,0.29,-0.43,1.96,2186,"Weak/Miss"
81.5,1,0,0.44,-0.82,-0.4,2.52,2273,"Take"
90.1,0,0,-1.07,0.25,-0.76,3.4,2197,"Take"
83.3,1,1,0.02,-0.11,-0.17,2.32,2272,"Weak/Miss"
83.9,1,0,-0.11,0.21,-0.3,1.09,2301,"Weak/Miss"
83.9,0,0,0.04,0.04,-1.48,0.09,2296,"Take"
95,1,2,-1.23,1.16,-0.62,1.93,2211,"Weak/Miss"
95,1,0,-0.56,1.59,0.75,2.77,2423,"Weak/Miss"
94.6,0,0,-0.65,1.47,0.88,2.62,2414,"Take"
88.4,3,2,-0.29,1.91,0.54,2.13,2270,"Strong"
76.8,3,2,-0.92,1.6,0.69,2.09,1946,"Strong"
87.7,3,1,-0.3,1.63,0.57,3.27,2281,"Weak/Miss"
87.8,3,0,-0.4,1.72,-0.59,2.88,2295,"Take"
77.2,2,0,-0.92,1.53,0.39,0.99,1915,"Take"
87.7,1,0,-0.28,1.8,1.82,2.37,2324,"Take"
87.7,0,0,-0.41,1.8,1.25,3.44,2342,"Take"
88.1,2,2,-0.43,1.9,0.28,2.89,2253,"Weak/Miss"
88,1,2,-0.52,1.85,-1.35,4.58,2219,"Take"
75.6,1,2,-0.88,1.6,-0.47,1.23,2103,"Weak/Miss"
74.9,1,1,-0.92,1.46,-0.51,2.57,1994,"Weak/Miss"
75.7,0,1,-1.07,1.58,0.18,0.61,2062,"Take"
87.1,0,0,-0.54,1.7,0.05,3.05,2129,"Weak/Miss"
75.9,2,2,-0.75,1.35,-0.5,3.05,1860,"Weak/Miss"
87.6,1,2,-0.3,1.85,1.85,2.38,2281,"Take"
87.8,1,1,-0.35,1.81,0.57,3.76,2222,"Weak/Miss"
75.8,1,0,-0.85,1.31,-0.54,3.44,1828,"Weak/Miss"
88,0,0,-0.57,1.9,-0.57,0.87,2203,"Take"
81.2,2,0,-0.95,1.1,-0.38,3,1918,"Strong"
88.7,1,0,-0.87,1.41,0.85,1.28,2206,"Take"
91.3,1,0,-0.5,1.49,0.76,2.28,2267,"Strong"
76.1,0,0,0.95,0.27,-0.28,1.68,2119,"Take"
92.6,0,0,-0.7,1.44,-1.89,3.06,2260,"Take"
83.9,1,2,0.48,0.71,0.19,1.85,2421,"Weak/Miss"
82.5,1,1,-1.44,0.89,-0.8,1.34,1893,"Weak/Miss"
84.4,0,1,-0.87,1.44,-1.56,4.04,2166,"Take"
86.9,0,0,-1.3,1.08,-0.36,2.09,2067,"Weak/Miss"
72.6,2,2,1.07,-1.59,0.48,0.22,2785,"Weak/Miss"
89.8,2,2,-0.76,1.68,0.09,3.72,2441,"Weak/Miss"
86.5,1,1,0.01,1.01,0.82,2.01,2431,"Take"
85.5,1,0,-0.13,1.21,-0.09,3.42,2352,"Weak/Miss"
88.7,0,0,-0.53,1.74,-0.3,3.6,2195,"Take"
71.5,2,2,0.82,-1.62,-0.06,0.45,2646,"Strong"
90.2,2,2,-0.35,1.69,0.47,3.39,2364,"Weak/Miss"
89,1,2,-0.67,1.52,-0.19,4.58,2254,"Take"
97.3,0,2,-0.53,1.13,0.49,2.3,2204,"Weak/Miss"
91.8,0,2,0.36,0.61,-0.09,1.93,2527,"Weak/Miss"
90.5,0,2,-0.85,1.49,-0.88,5.41,2330,"Take"
83.3,0,1,-1.48,0.73,-0.11,1.02,1887,"Weak/Miss"
71.2,0,0,1.03,-1.54,-0.65,2.7,2607,"Take"
79.4,0,1,1.25,-0.79,-0.54,1.93,2528,"Take"
97.5,0,0,-0.85,1.03,0.23,2.69,2202,"Strong"
92,1,2,-1.75,0.74,0.59,2.88,1915,"Take"
80,1,1,-0.03,-0.42,0.86,2.04,2224,"Strong"
92.5,0,0,-0.78,1.13,1.47,2.9,1970,"Take"
93.5,3,1,-1.03,0.87,1.54,2.3,1941,"Take"
81.4,2,1,-1.39,0.62,-1.53,3.06,1690,"Take"
93.5,2,2,-0.89,1.27,0.48,3.51,2156,"Weak/Miss"
86.2,1,2,0.28,0.1,2.14,0.86,2515,"Take"
81.7,1,1,-1.11,0.53,-0.66,0.32,1752,"Take"
92.4,0,2,-1.39,0.8,1.11,2.48,1995,"Take"
82,1,0,-1.36,0.42,-0.58,2.12,1811,"Weak/Miss"
93.6,0,1,-0.99,1.23,0.44,2.05,2066,"Take"
94,0,0,-0.46,1.5,2.2,1.33,2288,"Take"
85.9,0,0,-1.3,0.02,-0.41,2.67,1607,"Take"
92.6,2,2,0.78,1.42,-0.51,2.87,2318,"Take"
92.3,2,2,0.82,1.54,-0.06,3.15,2356,"Weak/Miss"
92.7,1,2,0.69,1.62,-1.51,1.45,2498,"Take"
93.3,0,2,0.87,1.4,0.59,4.32,2391,"Take"
92.6,0,1,0.7,1.57,-0.08,2.7,2404,"Weak/Miss"
92.1,0,0,0.89,1.62,-0.66,2.78,2353,"Take"
83.9,2,0,1.23,0.91,0.73,2.41,1928,"Strong"
84.2,1,0,1.45,0.81,2.2,2.67,1890,"Take"
83.8,0,0,1.16,0.67,1.36,2.38,1857,"Take"
86.1,3,2,1.23,0.62,0.29,1.41,1727,"Weak/Miss"
86.5,3,2,1.22,0.88,0.43,3.08,1752,"Weak/Miss"
77.8,2,2,1.08,0.46,-0.74,1.52,1527,"Take"
86.5,1,2,1.25,0.85,-1.8,2.38,1858,"Take"
85.1,1,2,1.4,0.67,1.05,2.43,1780,"Weak/Miss"
77.4,1,1,1.09,0.58,0.85,2.08,1591,"Strong"
84.2,1,0,1.48,0.54,0.99,2.22,1969,"Strong"
85.5,0,0,1.17,0.89,1.12,3.28,1803,"Take"
82,2,2,-0.38,0.78,-0.55,2.26,1978,"Strong"
86.7,1,2,1.24,1.04,-1.72,3.53,1874,"Take"
85.2,1,1,1.14,1.18,0.3,3.09,1841,"Weak/Miss"
85.8,2,1,-1.02,0.49,-0.08,2.86,1172,"Strong"
84.1,1,1,-1.07,0.42,-0.82,4.07,1228,"Take"
85.1,0,1,1.03,1.07,1.08,3.06,1921,"Take"
82.7,0,0,-0.06,1,0.03,1.61,2013,"Take"
86.2,1,0,-1,0.43,-0.39,1.37,1241,"Weak/Miss"
93.4,0,0,-0.58,1.39,-0.34,5.68,2161,"Take"
95.3,1,2,0.51,1.38,0.02,1.72,2367,"Strong"
95.2,0,2,0.4,1.37,-1.17,2.41,2320,"Take"
95.4,0,1,0.59,1.41,0.15,2.7,2322,"Take"
95.9,0,0,0.42,1.55,-0.04,2.26,2298,"Take"
86,1,2,-1.24,-0.14,-0.49,1.1,1619,"Weak/Miss"
87.3,0,2,0.08,0.59,-0.94,3.63,2151,"Take"
88.6,0,2,-0.68,0.85,0.04,3.62,2130,"Weak/Miss"
86.8,0,1,0.14,0.58,-0.68,2.83,2227,"Take"
86.7,3,1,0.22,0.44,1.41,1.21,2159,"Take"
84.1,2,1,-1.02,-0.01,0.76,1.7,1795,"Take"
88.8,2,0,-0.95,0.5,0.02,3.35,2116,"Weak/Miss"
85.8,1,0,0.03,0.75,1,2.61,2273,"Take"
88.4,0,0,-0.84,0.32,-0.9,4.13,2046,"Take"
92.1,1,1,0.4,1.45,-0.6,2.42,1835,"Strong"
91.4,1,0,0.22,1.38,-0.95,3.26,1759,"Strong"
86.8,0,0,-0.32,0.28,-0.66,0.27,2421,"Take"
85.3,0,1,-1.1,-0.42,-1.01,2.04,1651,"Strong"
89,0,0,-1.12,0,-0.66,1.86,1958,"Take"
84.9,1,0,-1.77,-0.09,-0.74,1.99,1627,"Weak/Miss"
95.5,0,0,-1.41,1.25,-0.85,3.14,2298,"Take"
93.1,3,2,0.26,1.47,-1.15,2.08,2135,"Weak/Miss"
94.9,3,2,0.22,1.19,-0.92,3.31,2197,"Strong"
85.4,2,2,-0.24,0.29,-1.09,1.41,2316,"Take"
95.4,1,2,0.57,1.48,-0.45,1.45,2325,"Take"
93.5,1,1,0.28,1.54,-0.81,2.57,2151,"Take"
93.9,0,1,0.4,1.49,0.87,2.11,2181,"Take"
90.2,0,0,0.21,1.56,-0.67,2.06,2113,"Take"
93.1,2,2,0.33,1.34,0.32,2.97,2120,"Weak/Miss"
86.6,1,2,-0.46,-0.01,-0.99,1.21,2338,"Take"
93.5,0,1,0.4,1.61,-0.79,3.01,2275,"Take"
75.7,0,0,-0.63,-1.17,0.07,2.98,2693,"Take"
92.1,3,0,-1.05,0.59,-1.01,2.58,2283,"Take"
92.9,2,0,-1.16,0.93,-1.63,2.47,2155,"Take"
93.5,1,0,-1.1,0.7,-2.05,3.28,2324,"Take"
87.5,0,0,0.34,0.36,-1.13,1.92,2381,"Take"
95.6,1,1,-0.94,1.24,-0.74,3.12,2422,"Strong"
96.3,1,0,-1.09,1.1,-0.59,2.15,2349,"Strong"
96,0,0,-0.99,1.34,-1.61,1.57,2359,"Take"
87.9,1,1,1.32,1.02,0.83,2.41,2225,"Strong"
88.8,0,1,0.67,1.53,-1.51,2.54,2221,"Take"
85.1,0,0,0.06,0.91,-0.99,2.55,2276,"Take"
87.9,0,1,1.21,1.24,0.17,2.45,2111,"Strong"
84.2,1,2,-1.58,-0.01,-1.51,1.98,1699,"Weak/Miss"
84,0,2,-1.62,0.41,-0.7,0.51,1710,"Take"
94.1,0,1,-1.71,0.68,-0.83,1.83,2344,"Take"
94.4,0,0,-1.68,0.47,-0.42,2.4,2228,"Weak/Miss"
93.9,0,2,0.63,1.73,-0.17,3.84,2455,"Weak/Miss"
93.9,0,1,1.14,1.65,0.27,2.65,2508,"Weak/Miss"
76,2,1,-0.86,-1.21,-0.4,1.03,2363,"Strong"
94.4,0,0,1.43,1.36,2.47,3.08,2444,"Weak/Miss"
88.3,1,1,0.62,1.29,-1.25,3.08,2259,"Take"
85.7,0,1,0.29,1.12,-0.88,3.53,2398,"Take"
85.5,0,0,0.12,1.25,-0.51,3.24,2390,"Weak/Miss"
94,1,0,-1.29,0.61,-0.44,0.91,2117,"Weak/Miss"
88.4,0,0,0.13,0.82,0.96,0.55,2170,"Take"
87.2,1,2,0.08,-0.56,-0.05,1.59,2341,"Weak/Miss"
94.2,1,2,-0.39,1.54,0.37,2.94,2151,"Weak/Miss"
87.1,0,2,0.15,-0.75,0.57,0.12,2597,"Take"
94.4,0,1,-0.53,1.52,-0.19,2.86,2079,"Weak/Miss"
94,0,0,-0.65,1.48,-0.23,2.3,2210,"Take"
82,3,2,-0.58,0.01,-0.98,0.69,2433,"Weak/Miss"
91.7,2,2,0.55,1.34,1.35,2.28,2223,"Take"
81.9,2,1,-0.8,-0.44,-1.67,-0.03,2453,"Weak/Miss"
